2026-05-02 18:18:52 | INFO     | ai_engine          | Gemini 'gemini-1.5-flash' initialised (conversation + intent).
2026-05-02 18:18:52 | DEBUG    | plugin_loader      | plugin_loader: registered 'lock_screen' → plugin 'system_utils'
2026-05-02 18:18:52 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'system_utils' from 'system_plugin.py' (12 action(s))
2026-05-02 18:18:52 | INFO     | plugin_loader      | plugin_loader: 2 plugin(s) loaded, 17 total actions registered.
2026-05-02 18:18:52 | INFO     | gui                | Plugins loaded: ['browser', 'system_utils']
2026-05-02 18:18:52 | DEBUG    | agent_loop         | AgentLoop: loop entered.
2026-05-02 18:18:52 | INFO     | agent_loop         | AgentLoop: started.
2026-05-02 18:18:53 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-02 18:18:53 | DEBUG    | utils              | speak_response: spoke 45 chars.
2026-05-02 18:18:53 | DEBUG    | gui                | TTS finished.
2026-05-02 18:18:57 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:02 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:04 | INFO     | gui                | Voice input started.
2026-05-02 18:19:04 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 18:19:04 | DEBUG    | utils              | Listening for voice input...
2026-05-02 18:19:07 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:12 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:13 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 18:19:14 | WARNING  | utils              | listen_voice: Speech was unclear / not understood.
2026-05-02 18:19:14 | WARNING  | gui                | Voice input unclear.
2026-05-02 18:19:17 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:22 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:23 | INFO     | gui                | Voice input started.
2026-05-02 18:19:23 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 18:19:24 | DEBUG    | utils              | Listening for voice input...
2026-05-02 18:19:27 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:31 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 18:19:31 | WARNING  | utils              | listen_voice: Speech was unclear / not understood.
2026-05-02 18:19:31 | WARNING  | gui                | Voice input unclear.
2026-05-02 18:19:32 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:33 | INFO     | gui                | Voice input started.
2026-05-02 18:19:33 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 18:19:34 | DEBUG    | utils              | Listening for voice input...
2026-05-02 18:19:36 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 18:19:37 | INFO     | utils              | Voice recognised: 'hello'
2026-05-02 18:19:37 | INFO     | gui                | Voice recognised: 'hello'
2026-05-02 18:19:37 | INFO     | gui                | User input dispatched: 'hello'
2026-05-02 18:19:37 | ERROR    | gui                | JarvisWorker error: '"type"'
2026-05-02 18:19:37 | DEBUG    | long_memory        | long_memory: saved interaction (total=1).
2026-05-02 18:19:37 | INFO     | gui                | Response received (error): I'm having trouble connecting to my brain right now. Please try again....
2026-05-02 18:19:37 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:41 | DEBUG    | utils              | speak_response: spoke 70 chars.
2026-05-02 18:19:41 | DEBUG    | gui                | TTS finished.
2026-05-02 18:19:42 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:47 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:51 | INFO     | agent_loop         | AgentLoop: safe_mode=OFF
2026-05-02 18:19:51 | INFO     | gui                | Autonomous mode enabled.
2026-05-02 18:19:52 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:19:57 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:02 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:05 | INFO     | gui                | Voice input started.
2026-05-02 18:20:06 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 18:20:06 | DEBUG    | utils              | Listening for voice input...
2026-05-02 18:20:07 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:10 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 18:20:11 | INFO     | utils              | Voice recognised: 'hello'
2026-05-02 18:20:11 | INFO     | gui                | Voice recognised: 'hello'
2026-05-02 18:20:11 | INFO     | gui                | User input dispatched: 'hello'
2026-05-02 18:20:11 | DEBUG    | ai_engine          | plan_actions: querying Gemini for 'hello'
2026-05-02 18:20:12 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:16 | ERROR    | ai_engine          | plan_actions: Gemini API error — 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-05-02 18:20:16 | ERROR    | gui                | JarvisWorker error: '"type"'
2026-05-02 18:20:16 | DEBUG    | long_memory        | long_memory: saved interaction (total=2).
2026-05-02 18:20:16 | INFO     | gui                | Response received (error): I'm having trouble connecting to my brain right now. Please try again....
2026-05-02 18:20:17 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:21 | DEBUG    | utils              | speak_response: spoke 70 chars.
2026-05-02 18:20:21 | DEBUG    | gui                | TTS finished.
2026-05-02 18:20:22 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:22 | INFO     | agent_loop         | AgentLoop: safe_mode=ON
2026-05-02 18:20:22 | INFO     | gui                | Autonomous mode disabled.
2026-05-02 18:20:27 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:32 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:37 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:42 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:47 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:52 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:20:57 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:21:02 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:21:07 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:21:12 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:21:17 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 18:21:22 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:09:49 | ERROR    | ai_engine          | GEMINI_API_KEY not set.
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_firefox' → plugin 'browser'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_chrome' → plugin 'browser'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'open_url' → plugin 'browser'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_google' → plugin 'browser'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_youtube' → plugin 'browser'
2026-05-02 19:09:49 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'browser' from 'browser_plugin.py' (5 action(s))
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_date' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_time' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_datetime' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_uptime' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_disk_usage' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_memory_usage' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_ip_address' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_up' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_down' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_mute' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'take_screenshot' → plugin 'system_utils'
2026-05-02 19:09:49 | DEBUG    | plugin_loader      | plugin_loader: registered 'lock_screen' → plugin 'system_utils'
2026-05-02 19:09:49 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'system_utils' from 'system_plugin.py' (12 action(s))
2026-05-02 19:09:49 | INFO     | plugin_loader      | plugin_loader: 2 plugin(s) loaded, 17 total actions registered.
2026-05-02 19:09:49 | INFO     | gui                | Plugins loaded: ['browser', 'system_utils']
2026-05-02 19:09:49 | DEBUG    | agent_loop         | AgentLoop: loop entered.
2026-05-02 19:09:49 | INFO     | agent_loop         | AgentLoop: started.
2026-05-02 19:09:50 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-02 19:09:50 | DEBUG    | utils              | speak_response: spoke 45 chars.
2026-05-02 19:09:50 | DEBUG    | gui                | TTS finished.
2026-05-02 19:09:54 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:09:59 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:10:00 | INFO     | agent_loop         | AgentLoop: safe_mode=OFF
2026-05-02 19:10:00 | INFO     | gui                | Autonomous mode enabled.
2026-05-02 19:10:03 | INFO     | gui                | Voice input started.
2026-05-02 19:10:03 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:10:04 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:10:04 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:10:08 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 19:10:09 | WARNING  | utils              | listen_voice: Speech was unclear / not understood.
2026-05-02 19:10:09 | WARNING  | gui                | Voice input unclear.
2026-05-02 19:10:09 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:10:12 | INFO     | gui                | Voice input started.
2026-05-02 19:10:12 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:10:12 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:10:14 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 19:10:14 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:10:15 | INFO     | utils              | Voice recognised: 'hello'
2026-05-02 19:10:15 | INFO     | gui                | Voice recognised: 'hello'
2026-05-02 19:10:15 | INFO     | gui                | User input dispatched: 'hello'
2026-05-02 19:10:15 | DEBUG    | ai_engine          | detect_intent: offline — using keyword fallback.
2026-05-02 19:10:15 | INFO     | gui                | Intent: {'type': 'ai_query', 'actions': []} for input: 'hello'
2026-05-02 19:10:15 | DEBUG    | long_memory        | long_memory: saved interaction (total=3).
2026-05-02 19:10:15 | INFO     | gui                | Response received (ai): I'm running in offline mode — my AI brain isn't connected.
Please set the GEMINI...
2026-05-02 19:10:19 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:10:22 | DEBUG    | utils              | speak_response: spoke 120 chars.
2026-05-02 19:10:22 | DEBUG    | gui                | TTS finished.
2026-05-02 19:10:24 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:15 | INFO     | ai_engine          | Gemini 'gemini-2.5-flash' initialised.
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_firefox' → plugin 'browser'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_chrome' → plugin 'browser'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'open_url' → plugin 'browser'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_google' → plugin 'browser'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_youtube' → plugin 'browser'
2026-05-02 19:12:15 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'browser' from 'browser_plugin.py' (5 action(s))
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_date' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_time' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_datetime' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_uptime' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_disk_usage' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_memory_usage' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_ip_address' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_up' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_down' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_mute' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'take_screenshot' → plugin 'system_utils'
2026-05-02 19:12:15 | DEBUG    | plugin_loader      | plugin_loader: registered 'lock_screen' → plugin 'system_utils'
2026-05-02 19:12:15 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'system_utils' from 'system_plugin.py' (12 action(s))
2026-05-02 19:12:15 | INFO     | plugin_loader      | plugin_loader: 2 plugin(s) loaded, 17 total actions registered.
2026-05-02 19:12:15 | INFO     | gui                | Plugins loaded: ['browser', 'system_utils']
2026-05-02 19:12:15 | DEBUG    | agent_loop         | AgentLoop: loop entered.
2026-05-02 19:12:15 | INFO     | agent_loop         | AgentLoop: started.
2026-05-02 19:12:15 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-02 19:12:15 | DEBUG    | utils              | speak_response: spoke 45 chars.
2026-05-02 19:12:15 | DEBUG    | gui                | TTS finished.
2026-05-02 19:12:19 | INFO     | gui                | Voice input started.
2026-05-02 19:12:19 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:12:19 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:12:20 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:25 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:26 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 19:12:27 | WARNING  | utils              | listen_voice: Speech was unclear / not understood.
2026-05-02 19:12:27 | WARNING  | gui                | Voice input unclear.
2026-05-02 19:12:30 | INFO     | gui                | Voice input started.
2026-05-02 19:12:30 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:12:30 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:30 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:12:31 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 19:12:33 | INFO     | utils              | Voice recognised: 'hello'
2026-05-02 19:12:33 | INFO     | gui                | Voice recognised: 'hello'
2026-05-02 19:12:33 | INFO     | gui                | User input dispatched: 'hello'
2026-05-02 19:12:33 | ERROR    | gui                | JarvisWorker error: 'JarvisAI' object has no attribute '_intent_model'
2026-05-02 19:12:33 | DEBUG    | long_memory        | long_memory: saved interaction (total=4).
2026-05-02 19:12:33 | INFO     | gui                | Response received (error): I'm having trouble connecting to my brain right now. Please try again....
2026-05-02 19:12:35 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:37 | DEBUG    | utils              | speak_response: spoke 70 chars.
2026-05-02 19:12:37 | DEBUG    | gui                | TTS finished.
2026-05-02 19:12:40 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:45 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:50 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:12:55 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:00 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:05 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:10 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:15 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:20 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:13:25 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:10 | INFO     | ai_engine          | Gemini 'gemini-2.5-flash' initialised.
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_firefox' → plugin 'browser'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'launch_chrome' → plugin 'browser'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'open_url' → plugin 'browser'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_google' → plugin 'browser'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'search_youtube' → plugin 'browser'
2026-05-02 19:19:10 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'browser' from 'browser_plugin.py' (5 action(s))
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_date' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_time' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_datetime' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_uptime' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_disk_usage' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_memory_usage' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'show_ip_address' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_up' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_down' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'volume_mute' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'take_screenshot' → plugin 'system_utils'
2026-05-02 19:19:10 | DEBUG    | plugin_loader      | plugin_loader: registered 'lock_screen' → plugin 'system_utils'
2026-05-02 19:19:10 | INFO     | plugin_loader      | plugin_loader: loaded plugin 'system_utils' from 'system_plugin.py' (12 action(s))
2026-05-02 19:19:10 | INFO     | plugin_loader      | plugin_loader: 2 plugin(s) loaded, 17 total actions registered.
2026-05-02 19:19:10 | INFO     | gui                | Plugins loaded: ['browser', 'system_utils']
2026-05-02 19:19:10 | DEBUG    | agent_loop         | AgentLoop: loop entered.
2026-05-02 19:19:10 | INFO     | agent_loop         | AgentLoop: started.
2026-05-02 19:19:10 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-02 19:19:10 | DEBUG    | utils              | speak_response: spoke 45 chars.
2026-05-02 19:19:10 | DEBUG    | gui                | TTS finished.
2026-05-02 19:19:14 | INFO     | gui                | Voice input started.
2026-05-02 19:19:14 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:19:14 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:19:15 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:20 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:22 | WARNING  | utils              | listen_voice: No speech detected within timeout.
2026-05-02 19:19:22 | ERROR    | gui                | Voice error: No speech detected. Please try again.
2026-05-02 19:19:25 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:27 | INFO     | gui                | Voice input started.
2026-05-02 19:19:27 | DEBUG    | utils              | Calibrating for ambient noise (0.4 s)...
2026-05-02 19:19:28 | DEBUG    | utils              | Listening for voice input...
2026-05-02 19:19:30 | DEBUG    | utils              | Audio captured — sending to Google STT...
2026-05-02 19:19:30 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:31 | INFO     | utils              | Voice recognised: 'hello'
2026-05-02 19:19:31 | INFO     | gui                | Voice recognised: 'hello'
2026-05-02 19:19:31 | INFO     | gui                | User input dispatched: 'hello'
2026-05-02 19:19:31 | ERROR    | gui                | JarvisWorker error: 'JarvisAI' object has no attribute '_intent_model'
2026-05-02 19:19:31 | DEBUG    | long_memory        | long_memory: saved interaction (total=5).
2026-05-02 19:19:31 | INFO     | gui                | Response received (error): I'm having trouble connecting to my brain right now. Please try again....
2026-05-02 19:19:35 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:35 | DEBUG    | utils              | speak_response: spoke 70 chars.
2026-05-02 19:19:35 | DEBUG    | gui                | TTS finished.
2026-05-02 19:19:40 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:45 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:50 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:19:55 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:20:00 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:20:05 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-02 19:20:10 | DEBUG    | agent_loop         | AgentLoop: idle tick.
2026-05-03 14:47:47 | INFO     | main               | ============================================================
2026-05-03 14:47:47 | INFO     | main               | Jarvis session started.
2026-05-03 14:47:47 | ERROR    | ai_engine          | GEMINI_API_KEY not set.
2026-05-03 14:47:47 | WARNING  | main               | AI engine is offline — GEMINI_API_KEY may be missing.
2026-05-03 14:47:48 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-03 14:47:48 | DEBUG    | utils              | speak_response: spoke 47 chars.
2026-05-03 14:47:48 | INFO     | main               | Jarvis: Good afternoon, Yash! How can I help you today?
2026-05-03 14:48:01 | INFO     | main               | User: Hellow
2026-05-03 14:48:09 | DEBUG    | utils              | speak_response: spoke 120 chars.
2026-05-03 14:48:09 | INFO     | main               | Jarvis (AI): I'm running in offline mode — my AI brain isn't connected.
Please set the GEMINI_API_KEY environment variable and restart.
2026-05-03 14:50:03 | INFO     | main               | ============================================================
2026-05-03 14:50:03 | INFO     | main               | Jarvis session started.
2026-05-03 14:50:03 | INFO     | ai_engine          | Gemini 'gemini-2.5-flash' initialised.
2026-05-03 14:50:03 | INFO     | main               | AI engine ready.
2026-05-03 14:50:03 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-03 14:50:03 | DEBUG    | utils              | speak_response: spoke 47 chars.
2026-05-03 14:50:03 | INFO     | main               | Jarvis: Good afternoon, Yash! How can I help you today?
2026-05-03 14:50:11 | INFO     | main               | User: Hellow
2026-05-03 14:50:11 | DEBUG    | ai_engine          | ask: sending to Gemini — 'Hellow'
2026-05-03 14:50:31 | ERROR    | ai_engine          | ask: unexpected error — [Errno -2] Name or service not known
2026-05-03 14:50:37 | DEBUG    | utils              | speak_response: spoke 91 chars.
2026-05-03 14:50:37 | INFO     | main               | Jarvis (AI): Something went wrong while contacting Gemini. Check your internet connection and try again.
2026-05-03 14:53:10 | INFO     | main               | ============================================================
2026-05-03 14:53:10 | INFO     | main               | Jarvis session started.
2026-05-03 14:53:10 | INFO     | ai_engine          | Gemini 'gemini-2.5-flash' initialised.
2026-05-03 14:53:10 | INFO     | main               | AI engine ready.
2026-05-03 14:53:10 | DEBUG    | utils              | pyttsx3 TTS engine initialised.
2026-05-03 14:53:10 | DEBUG    | utils              | speak_response: spoke 47 chars.
2026-05-03 14:53:10 | INFO     | main               | Jarvis: Good afternoon, Yash! How can I help you today?
2026-05-03 14:53:14 | INFO     | main               | User: Hellow
2026-05-03 14:53:14 | DEBUG    | ai_engine          | ask: sending to Gemini — 'Hellow'
2026-05-03 14:53:15 | DEBUG    | ai_engine          | ask: received 67 chars.
2026-05-03 14:53:19 | DEBUG    | utils              | speak_response: spoke 67 chars.
2026-05-03 14:53:19 | INFO     | main               | Jarvis (AI): Hello Yash! It's good to hear from you. How can I assist you today?
2026-05-03 14:54:20 | INFO     | main               | User: open youtube
2026-05-03 14:54:20 | DEBUG    | ai_engine          | ask: sending to Gemini — 'open youtube'
2026-05-03 14:54:22 | DEBUG    | ai_engine          | ask: received 536 chars.
2026-05-03 14:54:54 | DEBUG    | utils              | speak_response: spoke 529 chars.
2026-05-03 14:54:54 | INFO     | main               | Jarvis (AI): Hello Yash!

I understand you'd like to open YouTube. As an AI assistant, I don't have the ability to directly execute commands on your system like opening applications. My function is to provide info...
2026-05-03 14:57:42 | INFO     | ai_engine          | Gemini 'gemini-2.5-flash' initialised.
